195	1 2 3 4 5 6 7 8 9 10 11 12 13 14 81 83 85
195	2 4 7 8 12 13 83 84
191	2 10 12 14 15 16 17 18 19 20 85 87 88
195	2 3 7 9 12 13 81 82 84 86
195	1 2 4 5 6 7 8 11 12 13 16 17 21 22 23 24 25 26 27 28 83 89 91 94
199	26 27 29 30 31 32 33 34 35 36 37 38 94 95 99 100 101 103 104
199	23 24 25 26 27 28 29 30 31 33 37 38 39 40 41 42 43 44 89 91 100 102 105 106 108 110
210	29 32 34 37
218	23 24 29 30 37 38 45 46 89 95 98 105
195	1 2 4 5 6 7 8 11 12 13 16 17 39 40 84 87 106
195	2 3 5 6 7 9 12 13 23 24 43 44 47 48 81 84 86 89 112
195	2 4 7 8 12 13 43 44 47 48 83 110 112
218	16 17 23 24 26 27 29 30 37 38 87 89 94 95 104
218	4 8 26 27 29 30 37 38 83 94 95 97 104
218	4 8 23 24 29 30 37 38 39 40 83 89 97 98 105 106 108
209	4 8 16 17 29 30 37 38 39 40 47 48 83 87 95 96 97 98 104 106 108
195	2 3 5 6 7 9 12 13 16 17 21 22 23 24 49 50 81 84 86 89 90 113
199	1 11 23 24 25 26 27 28 29 30 37 38 41 42 51 52 89 91 94 95 104
199	21 22 23 24 26 27 29 30 37 38 45 46 51 52 89 90 94 95 104
195	1 2 5 6 7 11 12 13 26 27 84 94
191	10 14 15 16 17 20 21 22 23 24 25 26 27 28 39 40 41 42 53 54 55 56 85 89 90 91 93 106
195	1 2 5 6 7 10 11 12 13 14 23 24 25 26 27 28 84 85 89 91 94
191	10 14 15 20 21 22 23 24 25 28 85 89 90 91 93
209	1 11 29 37
191	7 10 13 14 18 19 21 22 85 88
210	4 8 21 22 23 24 26 27 29 30 37 38 83 89 90 94 104
191	7 10 13 14 21 22 47 48 85
209	31 33 45 46 53 54 57 58 59 60 61 62 114
199	1 11 23 24 25 28 29 30 37 38 51 52 89 91 93 95 105
195	2 5 6 12 21 22 23 24 45 46 49 50 63 64 65 66 89 90 92 113
209	29 30 37 38 47 48 95 96 97 98 105 112
191	3 9 15 18 19 20 26 27 41 42 67 68 82 88 94
191	10 14 15 18 19 20 21 22 23 24 25 28 85 88 89 90 93
195	2 3 9 12 69 70 81 82 86
195	2 4 7 8 10 12 13 14 47 48 83 85 112
195	2 3 4 7 8 9 12 13 21 22 31 33 43 44 47 48 83 86 100 102
209	
209	29 37 96
191	15 20 49 50 113
191	15 20 23 24 25 28 39 40 49 50 89 91 93 106 113
191	16 17 67 68 87
199	29 31 33 37 96 100
199	25 28 29 30 31 33 37 38 43 44 51 52 55 56 95 100 102 104 110
191	3 7 9 10 13 14 23 24 26 27 63 64 85 89 92 94
191	26 27 63 64 65 66 94
209	18 19 55 56 88
191	15 18 19 20 23 24 26 27 88 89 94
191	51 52 65 66
199	26 27 29 31 32 33 34 37 43 44 94 99 100 101 102 109 110
195	2 3 5 6 7 9 10 12 13 14 15 20 21 22 39 40 41 42 85 86 106 107
191	10 14 15 20 39 40 85 106
195	2 4 5 6 7 8 10 12 13 14 21 22 23 24 85 89 90
195	2 3 4 7 8 9 12 13 21 22 41 42 81 83 86
195	3 4 7 8 9 13 21 22 49 50 71 72 83 113
199	23 24 29 30 37 38 89 95 105
199	21 22 23 24 30 31 33 38 43 44 89 90 100 102 110
195	3 7 9 10 13 14 18 19 25 28 47 48 49 50 55 56 65 66 82 84 85 88
195	1 3 4 7 8 9 11 13 47 48 65 66 84 112
199	23 24 25 28 31 33 43 44 51 52 89 91 100 102 110
195	7 13 41 42 84
209	41 42
191	65 66
191	7 13 47 48 84 112
209	10 14 85
191	7 13 84
191	3 9 16 17 26 27 41 42 47 48 65 66 69 70 94
191	3 9 15 18 19 20 26 27 82 88 94
191	10 14 15 20 85
195	4 7 8 13 83 84
209	29 37 39 40 96 106
199	55 56 67 68
210	23 24 55 56 89
195	7 13 39 40 84 106
195	2 7 12 13 73 74
199	23 24 29 31 33 37 45 46 49 50 89 100 113
199	23 24 31 33 45 46 55 56 75 76 89 115
199	25 28 31 33 43 44 55 56 67 68 93 100 102 110
199	1 11 23 24 25 28 31 33 43 44 75 76 89 91 93 100 102 110 115
209	23 24 29 30 37 38 89 95 96 97 98 104
195	2 3 9 12 16 17 23 24 63 64 65 66 67 68 75 76 81 86 87 92
195	2 3 9 12 23 24 65 66 81 86 89
209	
210	16 17 21 22 29 30 37 38 39 40 43 44 45 46 49 50 97 98 105 108
209	16 17 30 38 39 40 87 98 106
199	10 14 23 24 29 30 31 33 37 38 39 40 85 95 97 98 100 104 106 108
199	65 66
209	29 30 37 38 95 96 97 98 104
209	18 19 23 24 30 31 33 38 88 98
191	58 61 65 66 114
199	16 17 26 27 87 94
195	2 3 5 6 9 12 16 17 23 24 31 33 39 40 53 54 57 59 60 62 63 64 65 66 77 78 81 82 89 92 106
191	65 66
209	30 38 98
209	29 30 37 38 95 96 97 98 105
209	30 38 98
209	29 30 37 38 95 96 97 98 105
199	1 11 29 30 31 33 37 38 41 42 77 78 95 100 105
199	10 14 26 27 29 30 31 33 37 38 39 40 51 52 67 68 75 76 85 94 95 100 106
209	10 14 16 17 18 19 29 30 37 38 39 40 85 87 88 95 98 106
191	2 3 9 12 65 66 82
209	29 30 37 38 67 68 95 98 105
191	2 10 12 14 39 40 60 62 65 66 85 106
191	39 40 53 54 65 66 106
209	29 30 37 38 39 40 96 97 98 105 106 108
209	29 37 96
209	16 17 29 30 37 38 87 95 96 97 98 104
209	
191	7 13 18 19 39 40 53 54 73 74 88 106
209	29 37 96
191	2 3 7 9 12 13 47 48 60 62 75 76
